InvoiceLineId  Name                                                          ArtistName                                                  

1830           Don't Take Your Love From Me                                  Gene Krupa                                                  

1831           Jungle Drums                                                  Gene Krupa                                                  

1832           Pot-Pourri N.º 4                                              Toquinho & Vinícius                                         

1833           Pot-Pourri N.º 5                                              Toquinho & Vinícius                                         

1834           Por Que Será                                                  Toquinho & Vinícius                                         

1835           Samba Em Prelúdio                                             Toquinho & Vinícius                                         

1836           Chão de Giz (Elba Ramalho)                                    Various Artists                                             

1837           Caçador de Mim (Sá & Guarabyra)                               Various Artists                                             

1838           Susie Q                                                       Creedence Clearwater Revival                                

1839           Commotion                                                     Creedence Clearwater Revival                                

1840           Run Through The Jungle                                        Creedence Clearwater Revival                                

1841           Sweet Hitch-Hiker                                             Creedence Clearwater Revival                                

1842           Tombstone Shadow                                              Creedence Clearwater Revival                                

1843           The Midnight Special                                          Creedence Clearwater Revival                                

1844           Molina                                                        Creedence Clearwater Revival                                

1845           Eu Sou Neguinha (Ao Vivo)                                     Cássia Eller                                                

1846           Palavras Ao Vento                                             Cássia Eller                                                

1847           Metrô. Linha 743                                              Cássia Eller                                                

1848           Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos)            Cássia Eller                                                

1849           You Keep On Moving                                            Deep Purple                                                 

1850           No No No                                                      Deep Purple                                                 

1851           Nobody's Home                                                 Deep Purple                                                 

1852           Maybe I'm A Leo                                               Deep Purple                                                 

1853           Sometimes I Feel Like Screaming                               Deep Purple                                                 

1854           King Of Dreams                                                Deep Purple                                                 

1855           Stormbringer                                                  Deep Purple                                                 

1856           The Battle Rages On                                           Deep Purple                                                 

1857           One Man's Meat                                                Deep Purple                                                 

1858           When Love & Hate Collide                                      Def Leppard                                                 

1859           Otay                                                          Dennis Chambers                                             

1860           Álibi                                                         Djavan                                                      

1861           Esquinas                                                      Djavan                                                      

1862           Se...                                                         Djavan                                                      

1863           Lilás                                                         Djavan                                                      

1864           Um Amor Puro                                                  Djavan                                                      

1865           Nem Um Dia                                                    Djavan                                                      

1866           Açai                                                          Djavan                                                      

1867           Flor De Lis                                                   Djavan                                                      

1868           Azul                                                          Djavan                                                      

1869           Acelerou                                                      Djavan                                                      

1870           Atrás da Porta                                                Elis Regina                                                 

1871           Alô, Alô, Marciano                                            Elis Regina                                                 

1872           As Aparências Enganam                                         Elis Regina                                                 

1873           Layla                                                         Eric Clapton                                                

1874           Crossroads                                                    Eric Clapton                                                

1875           After Midnight                                                Eric Clapton                                                

1876           Promises                                                      Eric Clapton                                                

1877           Lonely Stranger                                               Eric Clapton                                                

1878           San Francisco Bay Blues                                       Eric Clapton                                                

1879           Last Cup Of Sorrow                                            Faith No More                                               

1880           Got That Feeling                                              Faith No More                                               

1881           Midlife Crisis                                                Faith No More                                               

1882           Be Aggressive                                                 Faith No More                                               

1883           Get Out                                                       Faith No More                                               

1884           Take This Bottle                                              Faith No More                                               

1885           Surprise! You're Dead!                                        Faith No More                                               

1886           Falamansa Song                                                Falamansa                                                   

1887           Medo De Escuro                                                Falamansa                                                   

1888           The Last Song                                                 Foo Fighters                                                

1889           Friend Of A Friend                                            Foo Fighters                                                

1890           Times Like These                                              Foo Fighters                                                

1891           Monkey Wrench                                                 Foo Fighters                                                

1892           Everlong                                                      Foo Fighters                                                

1893           What Now My Love                                              Frank Sinatra                                               

1894           It Was A Very Good Year                                       Frank Sinatra                                               

1895           Entrando Na Sua (Intro)                                       Funk Como Le Gusta                                          

1896           Dujji                                                         Funk Como Le Gusta                                          

1897           Esperando Na Janela                                           Gilberto Gil                                                

1898           Is This Love (Live)                                           Gilberto Gil                                                

1899           Stir It Up (Live)                                             Gilberto Gil                                                

1900           Refavela (Live)                                               Gilberto Gil                                                

1901           Quanta (Live)                                                 Gilberto Gil                                                

1902           Pela Internet (Live)                                          Gilberto Gil                                                

1903           Opachorô (Live)                                               Gilberto Gil                                                

1904           A Novidade (Live)                                             Gilberto Gil                                                

1905           De Ouro E Marfim (Live)                                       Gilberto Gil                                                

1906           Lamento De Carnaval                                           Gilberto Gil                                                

1907           Refazenda                                                     Eric Clapton                                                

1908           A Paz                                                         Eric Clapton                                                

1909           Tempo Rei                                                     Eric Clapton                                                

1910           Toda Menina Baiana                                            Eric Clapton                                                

1911           Changes                                                       Godsmack                                                    

1912           I Fucking Hate You                                            Godsmack                                                    

1913           American Idiot                                                Green Day                                                   

1914           Give Me Novacaine                                             Green Day                                                   

1915           Whatsername                                                   Green Day                                                   

1916           Paradise City                                                 Guns N' Roses                                               

1917           Rocket Queen                                                  Guns N' Roses                                               

1918           You Ain't the First                                           Guns N' Roses                                               

1919           Garden of Eden                                                Guns N' Roses                                               

1920           14 Years                                                      Guns N' Roses                                               

1921           Pretty Tied Up                                                Guns N' Roses                                               

1922           Magnetic Ocean                                                Incognito                                                   

1923           She Wears Black                                               Incognito                                                   

1924           For the Greater Good of God                                   Iron Maiden                                                 

1925           Where Eagles Dare                                             Iron Maiden                                                 

1926           Can I Play With Madness                                       Iron Maiden                                                 

1927           The Wicker Man                                                Iron Maiden                                                 

1928           The Thin Line Between Love & Hate                             Iron Maiden                                                 

1929           Face In The Sand                                              Iron Maiden                                                 

1930           The Fugitive                                                  Iron Maiden                                                 

1931           04 - Running Free                                             Iron Maiden                                                 

1932           Another Life                                                  Iron Maiden                                                 

1933           2 Minutes To Midnight                                         Iron Maiden                                                 

1934           Run To The Hills                                              Iron Maiden                                                 

1935           Wrathchild                                                    Iron Maiden                                                 

1936           Hallowed Be Thy Name                                          Iron Maiden                                                 

1937           The Trooper                                                   Iron Maiden                                                 

1938           Sanctuary                                                     Iron Maiden                                                 

1939           Tailgunner                                                    Iron Maiden                                                 

1940           No Prayer For The Dying                                       Iron Maiden                                                 

1941           Fates Warning                                                 Iron Maiden                                                 

1942           Run Silent Run Deep                                           Iron Maiden                                                 

1943           Bring Your Daughter... ...To The Slaughter                    Iron Maiden                                                 

1944           Where Eagles Dare                                             Iron Maiden                                                 

1945           The Trooper                                                   Iron Maiden                                                 

1946           To Tame A Land                                                Iron Maiden                                                 

1947           Flash of The Blade                                            Iron Maiden                                                 

1948           Rime of the Ancient Mariner                                   Iron Maiden                                                 

1949           Brave New World                                               Iron Maiden                                                 

1950           Sign Of The Cross                                             Iron Maiden                                                 

1951           Fear Of The Dark                                              Iron Maiden                                                 

1952           Moonchild                                                     Iron Maiden                                                 

1953           The Clairvoyant                                               Iron Maiden                                                 

1954           Stranger in a Strange Land                                    Iron Maiden                                                 

1955           Gangland                                                      Iron Maiden                                                 

1956           Sign Of The Cross                                             Iron Maiden                                                 

1957           Judgement Of Heaven                                           Iron Maiden                                                 

1958           The Angel And The Gambler                                     Iron Maiden                                                 

1959           Como Estais Amigos                                            Iron Maiden                                                 

1960           Say It Loud, I'm Black And I'm Proud Pt.1                     James Brown                                                 

1961           I'm Real                                                      James Brown                                                 

1962           Whatever It Is, I Just Can't Stop                             Jamiroquai                                                  

1963           Destitute Illusions                                           Jamiroquai                                                  

1964           Light Years                                                   Jamiroquai                                                  

1965           Are You Gonna Be My Girl                                      JET                                                         

1966           Take It Or Leave It                                           JET                                                         

1967           May This Be Love                                              Jimi Hendrix                                                

1968           The Wind Cries Mary                                           Jimi Hendrix                                                

1969           Lords of Karma                                                Joe Satriani                                                

1970           Os Alquimistas Estão Chegando                                 Jorge Ben                                                   

1971           As Dores do Mundo                                             Jota Quest                                                  

1972           Sem Sentido                                                   Jota Quest                                                  

1973           Equinocio                                                     João Suplicy                                                

1974           You've Got Another Thing Comin'                               Judas Priest                                                

1975           Turbo Lover                                                   Judas Priest                                                

1976           Freewheel Burning                                             Judas Priest                                                

1977           Metal Meltdown                                                Judas Priest                                                

1978           Diamonds And Rust (Live)                                      Judas Priest                                                

1979           Tyrant (Live)                                                 Judas Priest                                                

1980           Plaster Caster                                                Kiss                                                        

1981           Do You Love Me                                                Kiss                                                        

1982           Sure Know Something                                           Kiss                                                        

1983           I Still Love You                                              Kiss                                                        

1984           Nothin' To Lose                                               Kiss                                                        

1985           Since I've Been Loving You                                    Led Zeppelin                                                

1986           Going To California                                           Led Zeppelin                                                

1987           We're Gonna Groove                                            Led Zeppelin                                                

1988           Ozone Baby                                                    Led Zeppelin                                                

1989           Over The Hills And Far Away                                   Led Zeppelin                                                

1990           In The Evening                                                Led Zeppelin                                                

1991           I'm Gonna Crawl                                               Led Zeppelin                                                

1992           Four Sticks                                                   Led Zeppelin                                                

1993           Dazed and Confused                                            Led Zeppelin                                                

1994           Whole Lotta Love                                              Led Zeppelin                                                

1995           Ramble On                                                     Led Zeppelin                                                

1996           Since I've Been Loving You                                    Led Zeppelin                                                

1997           Hats Off To (Roy) Harper                                      Led Zeppelin                                                

1998           Sick Again                                                    Led Zeppelin                                                

1999           Celebration Day                                               Led Zeppelin                                                

2000           L'Avventura                                                   Legião Urbana                                               

2001           Leila                                                         Legião Urbana                                               

2002           Tempo Perdido                                                 Legião Urbana                                               

2003           Giz                                                           Legião Urbana                                               

2004           Mr. Cab Driver                                                Lenny Kravitz                                               

2005           Assim Caminha A Humanidade                                    Lulu Santos                                                 

2006           Satisfação                                                    Lulu Santos                                                 

2007           Ro-Que-Se-Da-Ne                                               Lulu Santos                                                 

2008           O Último Romântico (Ao Vivo)                                  Lulu Santos                                                 

2009           Childhoods End?                                               Marillion                                                   

2010           Panis Et Circenses                                            Marisa Monte                                                

2011           Segue O Seco                                                  Marisa Monte                                                

2012           Abraham, Martin And John                                      Marvin Gaye                                                 

2013           Save The Children                                             Marvin Gaye                                                 

2014           You Sure Love To Ball                                         Marvin Gaye                                                 

2015           Praise                                                        Marvin Gaye                                                 

2016           Down Under                                                    Men At Work                                                 

2017           Be Good Johnny                                                Men At Work                                                 

2018           Down by the Sea                                               Men At Work                                                 

2019           It's a Mistake                                                Men At Work                                                 

2020           Shakes and Ladders                                            Men At Work                                                 

2021           Holier Than Thou                                              Metallica                                                   

2022           Through The Never                                             Metallica                                                   

2023           My Friend Of Misery                                           Metallica                                                   

2024           The Wait                                                      Metallica                                                   

2025           Blitzkrieg                                                    Metallica                                                   

2026           So What                                                       Metallica                                                   

2027           Hit The Lights                                                Metallica                                                   

2028           Phantom Lord                                                  Metallica                                                   

2029           The House Jack Built                                          Metallica                                                   

2030           Poor Twisted Me                                               Metallica                                                   

2031           Battery                                                       Metallica                                                   

2032           Orion                                                         Metallica                                                   

2033           Better Than You                                               Metallica                                                   

2034           Low Man's Lyric                                               Metallica                                                   

2035           Fade To Black                                                 Metallica                                                   

2036           Invisible Kid                                                 Metallica                                                   

2037           Eye Of The Beholder                                           Metallica                                                   

2038           The Duke                                                      Miles Davis                                                 

2039           Blues For Pablo (Alternate Take)                              Miles Davis                                                 

2040           Menestrel Das Alagoas                                         Milton Nascimento                                           

2041           Beijo Partido                                                 Milton Nascimento                                           

2042           Norwegian Wood                                                Milton Nascimento                                           

2043           Jailbait                                                      Motörhead                                                   

2044           O Que Vai Em Meu Coração                                      Mônica Marianno                                             

2045           A Moça e a Chuva                                              Mônica Marianno                                             

2046           Same Ol' Situation                                            Mötley Crüe                                                 

2047           Shout At The Devil                                            Mötley Crüe                                                 

2048           Spank Thru                                                    Nirvana                                                     

2049           Smells Like Teen Spirit                                       Nirvana                                                     

2050           Sangue Latino                                                 O Terço                                                     

2051           Folhas Secas                                                  O Terço                                                     

2052           Poeira                                                        O Terço                                                     

2053           Quem Mata A Mulher Mata O Melhor                              O Terço                                                     

2054           O Braço Da Minha Guitarra                                     O Terço                                                     

2055           Mãe Terra                                                     O Terço                                                     

2056           Menino De Rua                                                 O Terço                                                     

2057           Elza                                                          O Terço                                                     

2058           Nossa Gente (Avisa Là)                                        Olodum                                                      

2059           Todo Amor (Asas Da Liberdade)                                 Olodum                                                      

2060           Jeito Faceiro                                                 Olodum                                                      

2061           Olodum - Smile (Instrumental)                                 Olodum                                                      

2062           Um Amor, Um Lugar                                             Os Paralamas Do Sucesso                                     

2063           Uns Dias                                                      Os Paralamas Do Sucesso                                     

2064           Brasília 5:31                                                 Os Paralamas Do Sucesso                                     

2065           Vamo Batê Lata                                                Os Paralamas Do Sucesso                                     

2066           Mensagen De Amor (2000)                                       Os Paralamas Do Sucesso                                     

2067           Saber Amar                                                    Os Paralamas Do Sucesso                                     

2068           Cinema Mudo                                                   Os Paralamas Do Sucesso                                     

2069           Meu Erro                                                      Os Paralamas Do Sucesso                                     

2070           Será Que Vai Chover?                                          Os Paralamas Do Sucesso                                     

2071           Mama, I'm Coming Home                                         Ozzy Osbourne                                               

2072           Flying High Again                                             Ozzy Osbourne                                               

2073           Paranoid                                                      Ozzy Osbourne                                               

2074           Most High                                                     Page & Plant                                                

2075           Your Blue Room                                                Passengers                                                  

2076           Plot 180                                                      Passengers                                                  

2077           Sanctuary                                                     Paul D'Ianno                                                

2078           Untitled                                                      Pearl Jam                                                   

2079           Black                                                         Pearl Jam                                                   

2080           Big Wave                                                      Pearl Jam                                                   

2081           Cropduster                                                    Pearl Jam                                                   

2082           1/2 Full                                                      Pearl Jam                                                   

2083           Oceans                                                        Pearl Jam                                                   

2084           Dissident                                                     Pearl Jam                                                   

2085           Don't Look Back                                               Lenny Kravitz                                               

2086           Pick Myself Up                                                Lenny Kravitz                                               

2087           Any Colour You Like                                           Pink Floyd                                                  

2088           Rappers Reais                                                 Planet Hemp                                                 

2089           Nega Do Cabelo Duro                                           Planet Hemp                                                 

2090           Hemp Family                                                   Planet Hemp                                                 

2091           Se Liga                                                       Planet Hemp                                                 

2092           Another One Bites The Dust                                    Queen                                                       

2093           Fat Bottomed Girls                                            Queen                                                       

2094           You're My Best Friend                                         Queen                                                       

2095           Save Me                                                       Queen                                                       

2096           Somebody To Love                                              Queen                                                       

2097           Flash                                                         Queen                                                       

2098           We Will Rock You                                              Queen                                                       

2099           Spread Your Wings                                             Queen                                                       

2100           Who Needs You                                                 Queen                                                       

2101           Me In Honey                                                   R.E.M. Feat. Kate Pearson                                   

2102           You Are The Everything                                        R.E.M.                                                      

2103           Hairshirt                                                     R.E.M.                                                      

2104           Undertow                                                      R.E.M.                                                      

2105           Binky The Doormat                                             R.E.M.                                                      

2106           Low                                                           R.E.M. Feat. Kate Pearson                                   

2107           Country Feedback                                              R.E.M. Feat. Kate Pearson                                   

2108           Don't Go Back To Rockville                                    R.E.M.                                                      

2109           I Believe                                                     R.E.M.                                                      

2110           A Sua                                                         Raimundos                                                   

2111           Bê-a-Bá                                                       Raimundos                                                   

2112           Sapato 36                                                     Raul Seixas                                                 

2113           If You Have To Ask                                            Red Hot Chili Peppers                                       

2114           Under The Bridge                                              Red Hot Chili Peppers                                       

2115           This Is The Place                                             Red Hot Chili Peppers                                       

2116           Tear                                                          Red Hot Chili Peppers                                       

2117           Get On Top                                                    Red Hot Chili Peppers                                       

2118           Right On Time                                                 Red Hot Chili Peppers                                       

2119           Anthem                                                        Rush                                                        

2120           La Puesta Del Sol                                             Santana                                                     

2121           Just Ain't Good Enough                                        Santana                                                     

2122           If You Don't Know Me By Now                                   Lenny Kravitz                                               

2123           Água E Fogo                                                   Skank                                                       

2124           Fica                                                          Skank                                                       

2125           Os Exilados                                                   Skank                                                       

2126           Waiting                                                       Smashing Pumpkins                                           

2127           Saturnine                                                     Smashing Pumpkins                                           

2128           Rock On                                                       Smashing Pumpkins                                           

2129           Winterlong                                                    Smashing Pumpkins                                           

2130           Blissed & Gone                                                Smashing Pumpkins                                           

2131           Rhinocerous                                                   Smashing Pumpkins                                           

2132           Cherub Rock                                                   Smashing Pumpkins                                           

2133           Disarm                                                        Smashing Pumpkins                                           

2134           Bullet With Butterfly Wings                                   Smashing Pumpkins                                           

2135           Eye                                                           Smashing Pumpkins                                           

2136           Stand Inside Your Love                                        Smashing Pumpkins                                           

2137           Flower                                                        Soundgarden                                                 

2138           Jesus Christ Pose                                             Soundgarden                                                 

2139           The Day I Tried To Live                                       Soundgarden                                                 

2140           Burden In My Hand                                             Soundgarden                                                 

2141           Rasul                                                         Spyro Gyra                                                  

2142           End Of Romanticism                                            Spyro Gyra                                                  

2143           Travis Walk                                                   Stevie Ray Vaughan & Double Trouble                         

2144           Sex Type Thing                                                Stone Temple Pilots                                         

2145           Piece Of Pie                                                  Stone Temple Pilots                                         

2146           B.Y.O.B.                                                      System Of A Down                                            

2147           Question!                                                     System Of A Down                                            

2148           Duende                                                        Terry Bozzio, Tony Levin & Steve Stevens                    

2149           Sting Me                                                      The Black Crowes                                            

2150           Black Moon Creeping                                           The Black Crowes                                            

2151           White Riot                                                    The Clash                                                   

2152           Train In Vain                                                 The Clash                                                   

2153           War (The Process)                                             The Cult                                                    
